@Relation titanic
@ATTRIBUTE name string
@ATTRIBUTE classification {Anarchist,Anti-Globalization,Communist/Socialist,Environmental,Leftist,Nationalist/Separatist,Racist,Religious,Right-Wing_Conservative,Right-Wing_Reactionary,n/a,Other}
@ATTRIBUTE continent {Africa,Australia-Oceania,Central_America_and_Caribbean,Central_Asia,East_&_Southeast_Asia,Europe,Middle_East,North_America,South_America,South_Asia}
@ATTRIBUTE victimType {Abortion_Related,Airports_&_Airlines,Business,Educational_Institution,Food_or_Water_Supply,Government_(Diplomatic),Government_(General),Journalists_&_Media,Maritime,Military,NGO,Other,Police,Private_Citizens_&_Property,Religious_Figures/Institutions,Telecommunication,Terrorists,Tourists,Transportation,Unknown,Utilities,Violent_Political_Party}
@ATTRIBUTE attackType {Armed_Assault,Assassination,Bombing/Explosion,Facility/Infrastructure_Attack,Hijacking,Hostage_Taking_(Barricade_Incident),Hostage_Taking_(Kidnapping),Unarmed_Assault,Unknown}
@DATA
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Violent_Political_Party,Assassination
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Violent_Political_Party,Assassination
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Violent_Political_Party,Assassination
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Democratic_Karen_Buddhist_Army_(DKBA),Nationalist/Separatist,East_&_Southeast_Asia,Terrorists,Assassination
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Military,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Armed_Assault
Iparretarrak_(IK),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Unknown,Bombing/Explosion
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Military,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Hostage_Taking_(Kidnapping)
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Democratic_Karen_Buddhist_Army_(DKBA),Nationalist/Separatist,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Other,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Hostage_Taking_(Kidnapping)
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Peoples_War_Group_(PWG),Communist/Socialist,South_Asia,Private_Citizens_&_Property,Bombing/Explosion
Peoples_War_Group_(PWG),Communist/Socialist,South_Asia,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Transportation,Armed_Assault
Irish_National_Liberation_Army_(INLA),Nationalist/Separatist,Europe,Terrorists,Assassination
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Military,Armed_Assault
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Armed_Assault
Lords_Resistance_Army_(LRA),Religious,Africa,Transportation,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Religious_Figures/Institutions,Bombing/Explosion
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Religious_Figures/Institutions,Bombing/Explosion
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Transportation,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Transportation,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Business,Bombing/Explosion
Lords_Resistance_Army_(LRA),Religious,Africa,Transportation,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Assassination
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Educational_Institution,Bombing/Explosion
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Armed_Assault
Iparretarrak_(IK),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,NGO,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Unknown
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Assassination
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Assassination
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Assassination
National_Liberation_Front_of_Tripura_(NLFT),Nationalist/Separatist,South_Asia,Military,Unknown
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Assassination
Peoples_Revolutionary_Organization,Leftist,South_America,Police,Assassination
Lords_Resistance_Army_(LRA),Religious,Africa,Military,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Military,Armed_Assault
Peoples_Revolutionary_Organization,Leftist,South_America,Military,Bombing/Explosion
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Tourists,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Bombing/Explosion
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Educational_Institution,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Government_(General),Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Government_(General),Assassination
Jaime_Bateman_Cayon_Group_(JBC),Leftist,South_America,Telecommunication,Hostage_Taking_(Kidnapping)
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Terrorists,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Bombing/Explosion
Red_Flag_(Venezuela),Communist/Socialist,South_America,Military,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Facility/Infrastructure_Attack
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Military,Armed_Assault
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Armed_Assault
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Hostage_Taking_(Kidnapping)
National_Patriotic_Front_of_Liberia_(NPFL),Other,Africa,Private_Citizens_&_Property,Assassination
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Lords_Resistance_Army_(LRA),Religious,Africa,Military,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Unknown
Nihilists_Faction,Anarchist,Europe,Business,Bombing/Explosion
West_Nile_Bank_Front_(WNBF),Other,Africa,NGO,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Lords_Resistance_Army_(LRA),Religious,Africa,Military,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Armed_Assault
Lords_Resistance_Army_(LRA),Religious,Africa,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
Democratic_Karen_Buddhist_Army_(DKBA),Nationalist/Separatist,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Other,Assassination
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Military,Armed_Assault
Democratic_Karen_Buddhist_Army_(DKBA),Nationalist/Separatist,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Transportation,Facility/Infrastructure_Attack
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Assassination
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,NGO,Armed_Assault
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,NGO,Armed_Assault
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Military,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Military,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Peoples_Revolutionary_Organization,Leftist,South_America,Government_(General),Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Lords_Resistance_Army_(LRA),Religious,Africa,NGO,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Unknown,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Unknown,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Unknown,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Lords_Resistance_Army_(LRA),Religious,Africa,Police,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Military,Armed_Assault
Abu_Sayyaf_Group_(ASG),Religious,East_&_Southeast_Asia,Educational_Institution,Facility/Infrastructure_Attack
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Police,Armed_Assault
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Unarmed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Hostage_Taking_(Kidnapping)
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Private_Citizens_&_Property,Armed_Assault
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Private_Citizens_&_Property,Unknown
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Police,Bombing/Explosion
Iparretarrak_(IK),Nationalist/Separatist,Europe,Business,Bombing/Explosion
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Police,Armed_Assault
United_Liberation_Front_of_Assam_(ULFA),Nationalist/Separatist,South_Asia,Military,Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Armed_Assault
Iparretarrak_(IK),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Religious_Figures/Institutions,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Tourists,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Democratic_Karen_Buddhist_Army_(DKBA),Nationalist/Separatist,East_&_Southeast_Asia,Police,Unknown
Lords_Resistance_Army_(LRA),Religious,Africa,Educational_Institution,Hostage_Taking_(Kidnapping)
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Business,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Bombing/Explosion
Popular_Revolutionary_Army,Communist/Socialist,North_America,Police,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Police,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Armed_Assault
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Military,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Popular_Revolutionary_Army,Communist/Socialist,North_America,Business,Bombing/Explosion
Popular_Revolutionary_Army,Communist/Socialist,North_America,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Utilities,Bombing/Explosion
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Muttahida_Qami_Movement_(MQM),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Popular_Revolutionary_Army,Communist/Socialist,North_America,Police,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Military,Unknown
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Armed_Assault
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Business,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Military,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Business,Armed_Assault
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Educational_Institution,Hostage_Taking_(Kidnapping)
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Peoples_War_Group_(PWG),Communist/Socialist,South_Asia,Police,Bombing/Explosion
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Transportation,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Armed_Assault
Jamiat_ul-Mujahedin_(JuM),Religious,South_Asia,Government_(General),Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Unknown
Popular_Revolutionary_Army,Communist/Socialist,North_America,Military,Unknown
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Military,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Police,Bombing/Explosion
Popular_Revolutionary_Army,Communist/Socialist,North_America,Police,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Police,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Iparretarrak_(IK),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Khmer_Rouge,Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Transportation,Unknown
Lords_Resistance_Army_(LRA),Religious,Africa,Private_Citizens_&_Property,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Unknown
Peoples_War_Group_(PWG),Communist/Socialist,South_Asia,Police,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Peoples_War_Group_(PWG),Communist/Socialist,South_Asia,Police,Bombing/Explosion
National_Democratic_Front_of_Bodoland_(NDFB),Nationalist/Separatist,South_Asia,Private_Citizens_&_Property,Armed_Assault
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Business,Unknown
Moro_Islamic_Liberation_Front_(MILF),Religious,East_&_Southeast_Asia,Military,Unknown
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Terrorists,Bombing/Explosion
Popular_Revolutionary_Army,Communist/Socialist,North_America,Journalists_&_Media,Armed_Assault
Popular_Revolutionary_Army,Communist/Socialist,North_America,Journalists_&_Media,Armed_Assault
Popular_Movement_for_the_Liberation_of_Angola,Other,Africa,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Armed_Assault
